,Name,Country,Brand,Categories,Type,Tasting Notes,ABV,IBU,Calories Per Serving (12 OZ/0.35L),Carbs Per Serving (12 OZ/0.35L),Food Pairing,Suggested Serving Temperature,Rating,Rate Count,Price,Volume,Description
149,Evil Twin Hop Flood,United States,Evil Twin,"ALE, Amber  Red Ale",Craft Beer,,7%,,,,,45-50° F,5,1,$12.99 ,,"On a beautiful summer night in July while peaceful Danes rocked at Roskilde Festival and others sipped wine in their picturesque summer retreats, an apocalyptic tidal surge flooded the famous Ølbutikken in Copenhagen and drowned thousands of precious beer - Hop Flood is a bitter tribute to the heroic bottles that didn’t make it."
161,Evil Twin The Porthole,United States,Evil Twin,"ALE, Belgian-Style Ale, Saison  Farmhouse Ale",Craft Beer,,7%,,,,,50-55° F,5,1,$12.99 ,,"This beer is made in collaboration with Micah Melton The Aviary and is a modest attempt to imitate The ‘Blueberry’ cocktail as it is served in The Porthole at The Aviary, Chicago. The Porthole is an equally genius and gorgeous infusion vessel designed by Martin Kastner of Crucial Detail design studio. It can be used to create striking cocktails or any other type of infusion - maybe even beer."
164,Evil Twin Joey Pepper,United States,Evil Twin,"ALE, Belgian-Style Ale",Craft Beer,,7%,,,,,50-55° F,5,1,$12.99 ,,"With intellectual curiosity, impeccable perfection and childlike excitement he examines, drinks and teaches the beers. His name is Joey Pepper. Maybe he is real or maybe an allegory. One thing is certain - we’ve all met him and admired his extreme commitment, laser focus and contagious behavior. Remember next time you wanna accomplish something - examine, consump and inspire like Joey Pepper. ‘Nothing great in the world has been accomplished without passion’ (G.W.F. Hegel)."
165,Evil Twin Ron And The Beast Ryan,United States,Evil Twin,"ALE, Belgian-Style Ale, Saison  Farmhouse Ale",Craft Beer,,7%,,,,,50-55° F,5,1,$10.99 ,,Ryan And The Beaster Bunny with brett.
203,Evil Twin No Hero Oatmeal Stout,United States,Evil Twin,"ALE, Oatmeal Stout, Stout",Craft Beer,,7%,,,,,45-50° F,5,1,$10.99 ,,"An alien-like outsider, always flirting with oddity and exploring anxiety and paranoia. A style chameleon, a wonderful labyrinth and truly a transcendent genius. It’s impossible not to idolize out of proportion. This is a stout. It may not be a hero but it’s attractive, clever and hungry for stardom."
218,Evil Twin Falco,United States,Evil Twin,"ALE, IPA",Craft Beer,"Hoppy, Citrus, Bitter, Grapefruit",7%,,,,"Salads  Greens, Fruit - Citrus",45-50° F,5,1,$10.99 ,,"What makes a great leader? First of all a perfectly balanced blend of qualities; the ability to stand out - be authoritative without overpowering. Show courage and endurance - you will lead the way and set standards. Very important; be appealing and refreshing to the people. This stereotypical portrait applies whether referring to politics, religion or maybe even this outstanding IPA."
219,Evil Twin Lost Souls IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$18.29 ,,
220,Evil Twin Rainbownade IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$16.99 ,,Fruited IPA. Collaboration with Omnipollo
222,Evil Twin Key Lime Pie IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$17.24 ,,India Pale Ale with graham crackers and key lime added
228,Evil Twin It’s Soul Good Man IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$16.99 ,,"If you're committed enough, you can make any story work"
231,Evil Twin Brewing This Must Be Where IPA Go When They Die,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$5.54 ,,
233,Evil Twin The Privilege of A Lifetime Is To Become Who You Truly Are IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$18.89 ,,"Hoppy
Smooth"
237,Evil Twin Ol Dorado IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$17.09 ,,IPA brewed with El Dorado hops
240,Evil Twin No Snowflake Ever Falls In The Wrong Place IPA,United States,Evil Twin,"ALE, IPA",,,7%,,,,,45-50° F,5,1,$5.38 ,,
242,Evil Twin Sumo In A Sidecar,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$12.99 ,,"This is our take on a classic cocktail with an Asian twist and a cool name. An IPA with apricot and a slim hint of umami. It's crisp, fruity and perhaps full-bodied."
245,Evil Twin Man Is Born Free But Is Everywhere In Chains,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$19.99 ,,"DDH New England-Style IPA with Galaxy, Citra, and Mosaic."
252,Evil Twin The Check Please,United States,Evil Twin,"ALE, Black IPA, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$19.99 ,,
255,Evil Twin Falco IPA 1/6 Barrel,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$139.99 ,,"Kegs are intended for Kegerator use only. TAP NOT INCLUDED.NOTE: An additional deposit charge per keg may be placed on your card for first time customers only. A representative from Drizly or the store will be in contact to confirm all details prior to delivery. Empty barrels will be picked up upon delivery of new kegs. 
For special requests, please contact: kegs@drizly.com
---------------
How many beers are in a keg?
1/2 Barrel = 15.5 gallons = 165 beers
50 Liter = 13.2 gallons = 140 beers
1/4 Barrel = 7.75 gallons = 82 beers
1/6 Barrel = 5.2 gallons = 55 beers"
256,Evil Twin Falco 1/2 Barrel,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$331.00 ,,"Kegs are intended for Kegerator use only. TAP NOT INCLUDED.NOTE: An additional deposit charge per keg may be placed on your card for first time customers only. A representative from Drizly or the store will be in contact to confirm all details prior to delivery. Empty barrels will be picked up upon delivery of new kegs. 
For special requests, please contact: kegs@drizly.com
---------------
How many beers are in a keg?
1/2 Barrel = 15.5 gallons = 165 beers
50 Liter = 13.2 gallons = 140 beers
1/4 Barrel = 7.75 gallons = 82 beers
1/6 Barrel = 5.2 gallons = 55 beers"
257,Evil Twin Mango Femme Fatale,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$10.99 ,,
260,Evil Twin I Plan On Writing An Epic Poem About This Gorgeous IPA,United States,Evil Twin,"ALE, IPA, New England  Hazy IPA",,,7%,,,,,45-50° F,5,1,$19.99 ,,"Double dry-hopped IPA featuring hefty amounts of Galaxy, Amarillo, and FF hops."
261,Evil Twin & Omnipollo Old Fashioned Lemonade IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,1,$14.99 ,,"A refreshing drink often associated with childhood nostalgia to others a pop-cultural symbol of emancipation. Whatever the association we teamed up with good old Swedes, Henok and Karl of the fashionable Omnipollo to squeeze out a tasty, tempting and deceivingly well balanced IPA with sweet and sour notes of old-fashioned memories. Perhaps you can taste the dishonesty, it's all over your breath -it's Lemonade."
268,Evil Twin Omnipollo Half & Half Lemonade Ice Tea IPA,United States,Evil Twin,Fruit Beer,Craft Beer,,7%,,,,,45-50° F,5,1,$14.99 ,,India Pale Ale with lemon & tea added.
270,Mikkeller Windy Hill IPA,United States,Mikkeller,"ALE, IPA",Craft Beer,,7%,,,,,45-50° F,5,5,$13.99 ,,Windy Hill IPA dry hopped w/ Mosaic & Simcoe.
321,Mikkeller NYC Sour Pitch Suds,United States,Mikkeller,"ALE, Sour  Wild Ale",,,7%,,,,,45-50° F,5,1,$21.29 ,,"Punch-style Sour IPA with cherry, pomegranate, key lime, pineapple, tangerine, passion fruit, lemon zest, OH MY!"
330,Mikkeller Uncle Mai Bpen Rai,United States,Mikkeller,"ALE, Sour  Wild Ale",,,7%,,,,,45-50° F,5,1,$21.99 ,,Sour Ale brewed with Pineapple and Kafir Lime Leaves
274,Mikkeller Porter,Denmark,Mikkeller,"ALE, Imperial Porter, Porter",Craft Beer,,7.40%,,,,,45-50° F,5,1,$11.50 ,,"The elusive chile beer. It’s a style I’ve been wanting to try for years, literally, and I’m glad I finally got one with Mikkeller Chipotle Porter.    The color is spot on but there isn’t much head. A lot of roasted notes and smoke in the aroma. The flavor is like you’d expect. A velvety smooth smoked porter with chile heat at the end. It’s a late heat that really lingers. I’d put the heat on a level close to a mild jalapeno.Certainly not overpowering. And, since it’s a porter, if you search for some bittersweet chocolate, you’ll find it. The smoke comes out more as it warms."
62,Pipeworks Deep Currant Sour,United States,Pipeworks Brewing Company,"ALE, Sour  Wild Ale",Craft Beer,,7.50%,,,,,45-50° F,5,1,$8.39 ,,Sour Ale brewed with black currants
91,Pipeworks Speed Of Sound DDH IPA,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,7.50%,,,,,50-55° F,5,1,$17.90 ,,Double Dry Hopped Oat IPA brewed with Mosaic and Cryo Mosaic hops
118,Pipeworks Speed Of Sound 1/6 Barrel,United States,Pipeworks Brewing Company,"ALE, IPA",,,7.50%,,,,,45-50° F,5,1,$200.00 ,,
333,Mikkeller Beer Geek Breakfast,Denmark,Mikkeller,"ALE, Oatmeal Stout, Stout",Craft Beer,,7.50%,,,,,45-50° F,5,1,$6.99 ,,"An oatmeal stout with 25.0% oat-based ingredients and a nice touch of gourmet coffee. A beer that goes extremely well with breakfast! Also good for the afternoon and the evening…  Good hints of coffee and smoke as well as dark chocolate and roasted malts. A Mikkeller classic!    – Oatmeal stout with coffee  – Brewed at Lervig  – 330 ml  – Abv: 7,5%"
334,Mikkeller San Diego Beer Geek Breakfast,Denmark,Mikkeller,"ALE, Oatmeal Stout, Stout",Craft Beer,,7.50%,,,,,45-50° F,5,1,$9.99 ,,"Oatmeal Stout with Dark horse coffee. Roast forward, a complex malt profile. Brewed at Mikkeller San Diego."
297,Mikkeller Spontanlingonberry,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$15.02 ,,"In the spontan series we present Spontanlingonberry – this time, forming an alliance with Lingonberrys that were generously added underway the brewing process, creating a truly unique and distinct, sour beer. Go crazy, swedes!"
298,Mikkeller Spontanpear,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$14.74 ,,
302,Mikkeller Spontanframboos,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$14.99 ,,Sour Ale brewed with raspberries & aged in oak barrels
305,Mikkeller Spontanmango,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$12.99 ,,Sour ale brewed with mango and aged in oak barrels.
309,Mikkeller Spontacassis,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$13.99 ,,"A Casbic brewed on: water, malt, wheat, old hops, black currant and yeast. Stored on oak barrels."
310,Mikkeller Blå Spøgelse,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$32.99 ,,"The newest addition to the ever expanding collaboration brew list. Once again arm in arm with our FFF brothers. Blå Spøgelse, paving the way with its blueberry and oak barrel action, will knock you right off your feet."
311,Mikkeller SpontanSeabuckthorn,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$14.00 ,,"In the spontan series we present Spontanseabuckthorn – this time, forming an alliance with sea buckthorn that were generously added underway the brewing process, creating a truly unique and distinct, sour beer."
312,Mikkeller Spontansourcherry,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$14.89 ,,Sour ale brewed with sour cherries & aged in oak barrels.
313,Mikkeller Spontanlemon,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$15.48 ,,"In the spontan series we present Spontanlemon – this time, forming an alliance with Lemon that were generously added underway the brewing process, creating a truly unique, distinct and very sour beer.  Aged at our barrel house in Belgium."
314,Mikkeller Spontanwatermelon,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$12.99 ,,"Watermelon and citrus dominate a tart, sour base with touches of funk.  You may also like..."
323,Mikkeller Spontangreenapple,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$13.34 ,,Sour ale brewed with green apples and aged in oak barrels.
324,Mikkeller Spontankriek,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$16.49 ,,Ale brewed with cherries and aged in wine barrels
326,Mikkeller Spontanwildstrawberry,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$14.99 ,,Ale brewed with strawberries and aged in wine barrels.
327,Mikkeller Spontandoubleblueberry,Denmark,Mikkeller,"ALE, Lambic, Sour  Wild Ale",Craft Beer,,7.70%,,,,,45-50° F,5,1,$21.02 ,,
230,Evil Twin The Flava Influencer IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7.80%,,,,,45-50° F,5,1,$19.19 ,,"This is The Flava Influencer IPA and it is an IPA brewed with oat, lactose, vanilla, pineapple and gooseberry. The beer will hit 7.8%-AbV and it will be packaged in 16oz cans at Dorchester Brewing in Boston, MA"
246,Evil Twin The Saus Baus IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,7.80%,,,,,45-50° F,5,1,$22.99 ,,IPA brewed with oat and lactose with vanilla. Tangerine puree and yuzu juice added.
1,Pipeworks Ninja vs. Unicorn,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8%,,,,,50-55° F,5,17,$10.00 ,,"Ninja vs. Unicorn celebrates the epic battle between two of the biggest hop-heads of lore. Brewed with over five pounds of hops per barrel, this unfiltered double IPA is sure to please the most discerning hop lover. Whether you’re rooting for the mythical horned horse or the deadly assassin of the east, we hope you’ll enjoy Ninja vs. Unicorn. Bottle Art by Jason Burke ink & lead Designs"
11,Pipeworks Budapest Gambit,United States,Pipeworks Brewing Company,"ALE, Wheat Ale, Witbier",Craft Beer,,8%,,,,,45-50° F,5,1,$9.00 ,,"As the season changes so does our imperial wit. Our classic Belgian style ale has been reborn, and it’s booming with lemony tart, berry-rich, hibiscus flowers as well as spicy, refreshing ginger root. Just like the spring equinox, all things are in balance with this brew."
15,Pipeworks Kate’s Weirdo Wit,United States,Pipeworks Brewing Company,"ALE, Wheat Ale",Craft Beer,,8%,,,,,45-50° F,5,1,$9.00 ,,"There once was a weirdo named Kate   Who thought thai cuisine was great   She has a hunch the flavors would fit   In a refreshing wit.   Brewed with lemongrass, basil and kaffir lime,   Fermented for a time   And Goosh! A wit as weird as Kate!"
1,Pipeworks Flavor Memory,United States,Pipeworks Brewing Company,"ALE, Wheat Ale, Witbier",Craft Beer,,8%,,,,,45-50° F,5,1,$8.99 ,,
1,Pipeworks G & T,United States,Pipeworks Brewing Company,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,8%,,,,,50-55° F,5,1,$6.99 ,,
1,Pipeworks Zombie Gnomes,United States,Pipeworks Brewing Company,"ALE, Belgian-Style Ale, Saison  Farmhouse Ale",Craft Beer,,8%,,,,,50-55° F,5,1,$10.00 ,,"GNOMELAND SECURITY REPORT: Gnome man, gnome woman is safe! There's been an outbreak of zombie gnomes, due to Gnomeo Sapien (if we're using proper bignomenclature) gene crossed with a mutant gene discovered during the Human Gegnome Project. Make gnome mistakes! Stay in your gnome sweet gnome. Put on a movie like E.T. Gnome Gnome, or witness Gnomi Malone's character development in Showgirls, and enjoy this smoked saison."
1,Pipeworks Saison Du,United States,Pipeworks Brewing Company,"ALE, Belgian-Style Ale, Saison  Farmhouse Ale",Craft Beer,,8%,,,,,50-55° F,5,1,$9.99 ,,
50,Pipeworks Guavanatrix,United States,Pipeworks Brewing Company,"ALE, American Pale Ale, Pale Ale",Craft Beer,,8%,,,,,45-50° F,5,1,$9.99 ,,"Whip this imperial pale ale brewed with brewed with delicious, tart, tropical guava and bright, citrusy Amarillo and Simcoe hops into your glass now that its hot out and you’ll surely be satisfied! The completely consensual pairing of guava and Amarillo and Simcoe hops is a little kinky, but The Guavanatrix is confident it will make you beg for more."
95,Pipeworks NvU Vs. The Haze,United States,Pipeworks Brewing Company,"ALE, IPA",,,8%,,,,,,5,1,$17.99 ,,
124,Pipeworks Marilime Law,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8%,,,,,50-55° F,5,1,$9.99 ,,
131,Pipeworks Da Fuzz,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8%,,,,,50-55° F,5,1,$8.99 ,,
136,Pipeworks Twin Pines,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8%,,,,,50-55° F,5,1,$8.99 ,,
150,Evil Twin Classique Imperiale,United States,Evil Twin,"ALE, Belgian-Style Ale, Saison  Farmhouse Ale",Craft Beer,,8%,,,,,45-50° F,5,1,$10.99 ,,"Perhaps you’ve heard of a Premium drop can under the name “Classique” – A cerebral nod to American industrial beers – An everyday and all-day premium brew? Well this is something entirely different – A super-exclusive, counter-culture smooth blonde imperial ale – A cerebral nod to the art of craft brewing. Please slow down and feel the pleasure of drinking small mouthfuls at a time."
232,Evil Twin Eggnog IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,8%,,,,,45-50° F,5,1,$19.19 ,,"This is Eggnog IPA and it is a cocktail-inspired IPA brewed with egg white, lactose, Bourbon flavoring, nutmeg and vanilla."
238,Evil Twin The Art of Mixing A Beer: Bellini,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",,,8%,,,,,50-55° F,5,1,$5.99 ,,Double IPA brewed with natural flavors.
239,Evil Twin Brewing Blood Orange Margarita,United States,Evil Twin,"ALE, IPA",,,8%,,,,,45-50° F,5,1,$19.00 ,,"Slightly sour, juicy, creamy"
241,Evil Twin The Art of Mixing A Beer: Negroni,United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",,,8%,,,,,50-55° F,5,1,$5.29 ,,Double IPA brewed with natural flavors.
248,Evil Twin Kolata IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,8%,,,,,45-50° F,5,1,$13.99 ,,"IPA with lactose, pineapple and coconut."
259,"Evil Twin A Man Who Doesn’t Love IPA Easily, Loves Too Much",United States,Evil Twin,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8%,,,,,50-55° F,5,1,$29.99 ,,This DDH IIPA (8%) is brewed with copious amounts with Galaxy & Wai-iti hops .
265,Evil Twin Pils Al Pastor,United States,Evil Twin,"Lager, Pilsner",Craft Beer,,8%,,,,,40-45° F,5,1,$10.03 ,,
275,Mikkeller To/From Fra Til Via (To Via From) Tequila Barrel Aged,Denmark,Mikkeller,"ALE, Imperial Porter, Porter",Craft Beer,,8%,,,,,45-50° F,5,1,$14.02 ,,
276,Mikkeller From To Via,Denmark,Mikkeller,"ALE, Baltic Porter, Porter",Craft Beer,,8%,,,,,45-50° F,5,1,$14.98 ,,
277,Mikkeller To From Via,Denmark,Mikkeller,"ALE, Baltic Porter, Porter",Craft Beer,,8%,,,,,45-50° F,5,1,$6.62 ,,
329,Mikkeller Its Alive Rhubarb,Denmark,Mikkeller,"ALE, Sour  Wild Ale",Craft Beer,,8%,,,,,45-50° F,5,1,$15.47 ,,
250,Evil Twin Oh You Betcha IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,8.10%,,,,,45-50° F,5,1,$6.50 ,,"Triple Dry Hopped with Galaxy, Citra and Wakatu."
5,Pipeworks Sangremancer Red Ale,United States,Pipeworks Brewing Company,"ALE, Amber  Red Ale",Craft Beer,,8.50%,,,,,45-50° F,5,1,$8.99 ,,imperial red ale brewed with blood orange
1,Pipeworks Harbinger,United States,Pipeworks Brewing Company,"ALE, Wheat Ale, Witbier",Craft Beer,,8.50%,,,,,45-50° F,5,1,$8.99 ,,
41,Pipeworks Fully Hop,United States,Pipeworks Brewing Company,"ALE, Belgian-Style Ale, Saison  Farmhouse Ale",Craft Beer,,8.50%,,,,,50-55° F,5,1,$10.89 ,,
44,Pipeworks Space Age Pad,United States,Pipeworks Brewing Company,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,8.50%,,,,,50-55° F,5,1,$8.99 ,,
52,Pipeworks A Midsumme,United States,Pipeworks Brewing Company,"ALE, American Pale Ale, Pale Ale",Craft Beer,,8.50%,,,,,45-50° F,5,1,$9.99 ,,
56,Pipeworks Surrounded,United States,Pipeworks Brewing Company,"ALE, American Pale Ale, Pale Ale",Craft Beer,,8.50%,,,,,45-50° F,5,1,$9.99 ,,
72,Pipeworks Coconut Jones Dog Milk Stout,United States,Pipeworks Brewing Company,"ALE, Milk Stout, Stout",Craft Beer,,8.50%,,,,,45-50° F,5,1,$10.99 ,,"This rich stout is brewed with cocoa nibs, lactose milk sugar and coconut"
97,Pipeworks Tropic Of Unicorn Double IPA,United States,Pipeworks Brewing Company,"ALE, IPA",Craft Beer,,8.50%,,,,,45-50° F,5,1,$10.99 ,,"DIPA brewed with soursop, guava and passion fruit."
126,Pipeworks Unicorn Vs Mad Fat Double IPA,United States,Pipeworks Brewing Company,"ALE, IPA",Craft Beer,,8.50%,,,,,45-50° F,5,1,$8.99 ,,
129,Pipeworks Pacifica/Montka,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8.50%,,,,,50-55° F,5,1,$9.99 ,,
132,Pipeworks Sorachi/Nelson,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8.50%,,,,,50-55° F,5,1,$9.99 ,,
134,Pipeworks Pt Weirdo,United States,Pipeworks Brewing Company,"ALE, IPA",Craft Beer,,8.50%,,,,,45-50° F,5,1,$9.99 ,,
135,Pipeworks Summer/Equinox,United States,Pipeworks Brewing Company,"ALE, Imperial  Double IPA, IPA",Craft Beer,,8.50%,,,,,50-55° F,5,1,$10.99 ,,
147,Pipeworks Blueberry Pie,United States,Pipeworks Brewing Company,Fruit Beer,Craft Beer,,8.50%,,,,,45-50° F,5,1,$9.99 ,,
224,Evil Twin Molotov Lite,United States,Evil Twin,"ALE, IPA",Craft Beer,"Strong, Citrus, Bitter",8.50%,,,,"Fish - Meaty  Oily, Cured Meats",45-50° F,5,1,$10.99 ,,"Back in the days, only uncomplicated and tasteless beers excited and people started feeling bored before happy hour was up. Molotov Lite is a understated tour de force in rebellious hoppiness, it’s a subtle spark for action and yet by far one of the most anti-authoritative beers ever made by Evil Twin Brewing."
249,Evil Twin Ceci N’est Pas A NE style IPA,United States,Evil Twin,"ALE, IPA",Craft Beer,,8.50%,,,,,45-50° F,5,1,$5.50 ,,This is not a pipe. Nor is this a ne style ipa.
322,Mikkeller Show Me Cuvee,Denmark,Mikkeller,"ALE, Sour  Wild Ale",Craft Beer,,8.50%,,,,,45-50° F,5,1,$17.97 ,,"Clear light dark brown - red amber color with a average, frothy, good lacing, mostly lasting, off-white head. Aroma is moderate to heavy malty, caramel, wood - tobacco, bread - cake, marzipan, moderate yeasty, leather - brett notes. Flavour is moderate to heavy sweet with a long duration, sweet malt, cuvee, sour apples. Body is medium, texture is oily to watery, carbonation is soft."
328,Mikkeller Stillwater Our Side Two Gypsy Ale,Denmark,Mikkeller,"ALE, Sour  Wild Ale",Craft Beer,,8.50%,,,,,45-50° F,5,1,$12.50 ,,"Dark sour ale aged in oak barrels. A collaboration between The Bruery and Cigar City Brewing, this Imperial Oud Bruin is layered with aromas of cranberries, tropical fruits, leather, and aged balsamic, balanced by wood tannins and roasted malt."
266,Evil Twin Ashtray Heart,United States,Evil Twin,"Smoked Beer  Rauchbier, Specialty Beer  Alternatives",Craft Beer,,8.90%,,,,,,5,1,$13.99 ,,"Amazingly rich, seductively dark and smoking good. Yes a real heartbreaker. We recommend only the truly skillful, heavyweight beer champions to battle this awfully irresistible and potent smoked Stout. Careful this satisfactory product might give you a Placebo effect."
4,Pipeworks Brief Relief,United States,Pipeworks Brewing Company,"ALE, Amber  Red Ale",Craft Beer,,9%,,,,,45-50° F,5,1,$10.99 ,,"What’s better than not wearing pants? Not wearing pants while enjoying a beer! So as a nod to drinking pants-less and to celebrate the insane success of Period Panties by Chicago’s Harebrained Design, we present to you Brief Relief.     Brief Relief is a Blood Orange Red Ale, filled with citrusy hops, designed to give some much-needed brief relief from whatever is currently cramping your style. Much like Period Panties, this beer gives ovary owners a well-deserved high five!"
6,Pipeworks Sam Vs. Unicorn,United States,Pipeworks Brewing Company,"ALE, Amber  Red Ale",Craft Beer,,9%,,,,,45-50° F,5,1,$10.99 ,,"Aroma: The nose is resiny hops over sweet caramel/toffee malts, with grapefruit hop notes Appearance: It pours a hazy reddish-orange/brown with a thick, frothy beige head and good lacing Flavor: Tastes quite balanced, with the sweet malts bleeding seamlessly in the hop bitterness Palate: The body is medium-full, very smooth and easy drinking, with a clean, dry finish Overall Impression: This one poured beautifully into my boat beer glass. The frothy head rest nicely on top of the beer. A great first impression. The nose and flavor pick up right where the pour left off, with an excellent mix of sweet malt and bitter hop components. This is impressively balanced from a flavor profile perspective, and also incredibly easy drinking for a 9% beer. This is an excellent Imperial Red, right up there with some of my favorites in the ""style,"" I would happily drink this again."
7,Pipeworks Soma,United States,Pipeworks Brewing Company,"ALE, Golden  Blonde Ale",Craft Beer,,9%,,,,,45-50° F,5,1,$10.99 ,,"This golden ale, brewed in collaboration with the restaurant Owen and Engine, was brewed with coconut, amchoor (dried green mangos), and jaggery (raw sugar from sugar cane and date palm tree). It's an otherworldly summer sipper. Hopped gently with grassy Hallerteau Blanc hops, this brew is a special delight."
10,Pipeworks Cohen’s State Of Kind,United States,Pipeworks Brewing Company,"ALE, Wheat Ale, Witbier",Craft Beer,,9%,,,,,45-50° F,5,1,$9.99 ,,"We're not joking around here, the jester has returned! A Foolish Wit was our original Belgian style wit beer, brewed with amchoor, (dried green mango), lemony sumac, and traditional green coriander. This is a wit that even those wielding the sharpest of tongues will enjoy. Light, bright, and full of lemony wheat flavor, this ale is ripe with mischief."
1,Pipeworks Nagami Equinox,United States,Pipeworks Brewing Company,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,9%,,,,,50-55° F,5,1,$10.99 ,,"Nagami Equinox, a semi-dry Belgian golden ale brewed with honey, Mandarina Bavaria hops and 100 pounds of kumquats, pureed and added to the boil is just as refreshing as we hope'd it'd be. Brewed in collaboration with Trenchermen restaurant as part of our City Wide Collab series, we're picking up aromas of white flowers, tropical fruit, a subtle spice, and of course kumquats."
1,Pipeworks Gussied Cochon,United States,Pipeworks Brewing Company,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,9%,,,,,50-55° F,5,1,$9.99 ,,
1,Pipeworks The Bicent,United States,Pipeworks Brewing Company,"ALE, Belgian Strong Ale, Belgian-Style Ale",Craft Beer,,9%,,,,,50-55° F,5,1,$9.99 ,,
46,Pipeworks End Boss,United States,Pipeworks Brewing Company,"ALE, Belgian-Style Ale, Tripel",Craft Beer,,9%,,,,,50-55° F,5,1,$9.99 ,,
53,Pipeworks Scotty’s Weirdo Pear,United States,Pipeworks Brewing Company,"ALE, English Pale Ale  Bitter  ESB, Pale Ale",Craft Beer,,9%,,,,,50-55° F,5,1,$10.00 ,,
54,Pipeworks Wing It,United States,Pipeworks Brewing Company,"ALE, American Pale Ale, Pale Ale",Craft Beer,,9%,,,,,45-50° F,5,1,$11.49 ,,
55,Pipeworks Mojito Maddness,United States,Pipeworks Brewing Company,"ALE, American Pale Ale, Pale Ale",Craft Beer,,9%,,,,,45-50° F,5,1,$8.99 ,,
